首字母,词条,文献,
,盐分,2021，安部清哉編，『明治初期理科教科書の近代漢語：中川重麗『博物学階段』にみる実態』，花鳥社,
,眼房水,2015，杉本つとむ，江戸時代翻訳語の世界，八坂書房,
,严密,2018，靳園元，漢語形容動詞「厳密」から注釈標識「厳密には」への展開，日本語学論集14号，(1)115-(14)102,
,演说,2015，杉本つとむ，江戸時代翻訳語の世界，八坂書房,
,演绎,2021，冯天瑜、聂长顺，三十个关键词的文化史，中国社会科学出版社,
,洋,"2013，方维规.“夷”“洋”“西”“外”及其相关概念——论19世纪汉语涉外词汇和概念的演变[J].北京师范大学学报(社会科学版),2013(04):57-70.",
,阳极,2016，王麗娟，「陰極」「陽極」から見た中日言語交渉，或問，第29号，167-178,
,洋学,2015，孫建軍，近代日本語の起源ー幕末明治初期につくられた新漢語ー，早稲田大学出版部,
,养老金,"2023，邓牧,马俏楚.经济术语“年金“”养老金”在中日两国的互动与流变[J].日语学习与研究,2023(06):95-106.",
,幺匿,2009，金观涛、刘青峰，观念史研究：中国现代重要政治术语的形成，法律出版社,
,,2018，陶李春. 严复社会科学术语翻译中的适应选择特征与机制研究[D].南京大学博士论文,
,要因,2017，鄒文君，原因・結果を表す漢語についての研究，立教大学博士論文,
,野蛮,2012，沈国威，〈「野蠻」考源〉，東亞觀念史集刊，第3期（2012 年12 月），頁 385-403。,
,夷,"2013，方维规.“夷”“洋”“西”“外”及其相关概念——论19世纪汉语涉外词汇和概念的演变[J].北京师范大学学报(社会科学版),2013(04):57-70.",
,,2018，方维规，概念的历史分量——近代中国思想的概念史研究，北京大学出版社,
,,2023，卢春晖，16-19世纪“夷”字在澳门的翻译与接受，澳门理工学报，2023年第3期，96-107,
,遗传,2015，杉本つとむ，江戸時代翻訳語の世界，八坂書房,
,,2020，楊馳，近代二字漢語動詞の由来と定着 : 「遺伝」を例として，東アジア日本学研究(3)，65-73,
,,2021，楊馳，近代二字漢語動詞の形成と展開 : 日中言語接触と語彙近代化の視点からの考察，関西大学外国語教育学研究科博士論文,
,以太,2012，谢弗，谭嗣同思想中的自然哲学、物理学与形而上学—一关千“气”与“以太＂的概念，载[德]郎宓榭 [德] 阿梅龙 [德] 顾有信 著 赵兴胜译《新词语新概念：西学译介与晚清汉语词汇之变迁》，济南：山东画报出版社，267-280,
,议会,2009，金观涛、刘青峰，观念史研究：中国现代重要政治术语的形成，法律出版社,
,,"2010，余冬林.从张德彝七种《航海述奇》看西方的议会文化——以议会术语为中心的考察[J].河北科技师范学院学报(社会科学版),2010,9(03):60-63+68.",
,,"2013，余冬林,任群英.试论晚清议会术语之变迁——以《东西洋考每月统记传》为例[J].老区建设,2013(06):36-38.",
,议院,2009，金观涛、刘青峰，观念史研究：中国现代重要政治术语的形成，法律出版社,
,,2017，王群. 《日本变政考》中的近代新汉字词及其变迁[D].吉林大学硕士论文,
,意识,2003，李博（Wolfgang Lippert）著赵倩等译，汉语中的马克思主义术语的起源与作用，中国社会科学出版社,
,意识形态,2003，李博（Wolfgang Lippert）著赵倩等译，汉语中的马克思主义术语的起源与作用，中国社会科学出版社,
,,"2013，张秀琴.马克思意识形态概念在中国的早期传播与接受:1919—1949[J].马克思主义与现实,2013(01):134-142.",
,,"2016，李紫娟.论马克思意识形态概念在中国的传播与接受[J].江海学刊,2016(02):82-87.",
,,"2021，李晔,张苹.“意识形态”术语源流及汉语语境中的演化研究[J].党史研究与教学,2021(02):74-83.",
,,"2022，金家新,程虹谚.20世纪上半叶马克思主义“意识形态”概念在汉语语境中的生成与发展[J].思想理论战线,2022,1(05):69-78.",
,意外,2019，尾谷昌則，「案外」と「意外」の用法変遷と新しい副詞用法について，法政大学文学部紀要79，47-66,
,意译,2020，陶磊：“直译”“意译”观念溯源-从佛经翻译到兰学翻译 ，上海古籍出版社,
,一石二鸟,2015，杉本つとむ，江戸時代翻訳語の世界，八坂書房,
,艺术,"2006，邢莉,常宁生.美术概念的形成——论西方“艺术”概念的发展和演变[J].文艺研究,2006(04):105-115.",
,,"2007，陈旭光.试论“艺术”概念的形成与艺术学的学科历程[J].浙江社会科学,2007(06):169-175.DOI:10.14167/j.zjss.2007.06.027.",
,,"2008，王琢.从“美术”到“艺术”——中日艺术概念的形成[J].文艺研究,2008(07):44-49.",
,,"2012，林晓照.清末新学语“美术”与“艺术”之差异——以王国维、严复为中心的讨论[J].美术学报,2012(05):66-72.",
,,"2015，李莫愁. 中国现代“艺术”概念的形成与日本的渊源[D].中南民族大学,2015.",
,,"2015，周正军.“艺术”词源、涵义试探[J].音乐创作,2015,No.289(09):98-100.",
,,"2017，王杰泓.中日近代术语对接的复象现场与历史经验——以“文学”“艺术”“文艺”为例[J].文学评论,2017(02):15-23.",
,,"2021，吴键.西潮却自东瀛来：明治日本与近代“艺术”的概念革命[J].南京艺术学院学报(美术与设计),2021(02):15-20.",
,,"2022，穆琛.近代中国设计类相关课程名称变化背后的思想管窥——“工艺”“美术”“艺术”辞义考[J].装饰,2022(06):142-144.",
,,"2022，欧阳银燕.“艺”“术”“艺术”词源考释[J].湖南大众传媒职业技术学院学报,2022,22(04):63-66.",
,义务,2009，金观涛、刘青峰，观念史研究：中国现代重要政治术语的形成，法律出版社,
,,2011，魏国栋. 梁启超《新民说》中“义务”思想研究[D].华东师范大学硕士论文,
,,2015，孫建軍，近代日本語の起源ー幕末明治初期につくられた新漢語ー，早稲田大学出版部,
,,"2016，喻中.论梁启超对权利义务理论的贡献[J].法商研究,2016,33(01):183-192",
,,2017，王群. 《日本变政考》中的近代新汉字词及其变迁[D].吉林大学硕士论文,
,,"2022，孙浩然.清末民初“义务”概念的引入与流变[J].石家庄学院学报,2022,24(02):82-90",
,,"2022，童之伟.中文法学之“义务”源流考论[J].政治与法律,2022(04):74-92.",
,阴极,2016，王麗娟，「陰極」「陽極」から見た中日言語交渉，或問，第29号，167-178,
,音节,2018，阿久津智，「音韻」に関する語誌的研究，立教大学博士論文,
,音声,2018，阿久津智，「音韻」に関する語誌的研究，立教大学博士論文,
,音素,2018，阿久津智，「音韻」に関する語誌的研究，立教大学博士論文,
,音韵,2018，阿久津智，「音韻」に関する語誌的研究，立教大学博士論文,
,因果,2017，鄒文君，原因・結果を表す漢語についての研究，立教大学博士論文,
,因素,2017，鄒文君，原因・結果を表す漢語についての研究，立教大学博士論文,
,因缘,2017，鄒文君，原因・結果を表す漢語についての研究，立教大学博士論文,
,因子,2017，鄒文君，原因・結果を表す漢語についての研究，立教大学博士論文,
,,2021，鄒文君，「因子」の語誌，立教大学日本語研究27号，48-59,
,银行,"1983，卫月望.‘银行’的起源[J].山西财经学院学报,1983(06):72-75.",
,,"2003，何帆.“银行”探源[J].中国语文,2003(03):282-283.",
,,"2012，樊慧颖,刘凡夫.从文化互动看中日同形词“银行”的生成[J].解放军外国语学院学报,2012,35(04):26-28+127.",
,,2015，杉本つとむ，江戸時代翻訳語の世界，八坂書房,
,,"2016，艾俊川. “金融”与“银行”丛考[C]//.中国钱币论文集（第六辑）.,2016:69-81.",
,,"2019，孙大权.现代“银行”一词的起源及其在中、日两国间的流传[J].中国经济史研究,2019,No.143(03):97-111.",
,,2024，何华珍，“银行”探源，东亚汉字和汉字词研究，中国社会科学出版社,
,英雌,"2008，李奇志.清末民初“英雌”及其相关概念族群的生成及其意义[J].湖北师范学院学报(哲学社会科学版),2008,No.129(01):26-30.",
,英国,2015，孫建軍，近代日本語の起源ー幕末明治初期につくられた新漢語ー，早稲田大学出版部,
,,2022，莊钦永，四不像“大英（国）”及其它：新教传教士译笔下的新词，八方文化,
,英灵,"2016，利岡真帆，「英霊」の語誌，国語語彙史の研究 特集：コーパスと語彙史	35卷，41-53",
,英雄,"2023，赖静萍.从揽驭到召唤:近代中国国家建设与""英雄""概念变迁[Z].江苏社会科学,2023(3):220-230.",
,英语,2018，田野村忠温、「言語名「英語」の確立」，東アジア文化交渉研究，巻 11、pp.3-26,
,营业自由,"2013，刘为勇.“营业自由”:一个不应被忘却的宪法性语词[J].东方法学,2013,No.33(03):91-100.",
,影响,2019，沈国威，汉语近代二字词研究：语言接触与汉语的近代演化，华东师范大学出版社,
,幽默,2021，冯天瑜、聂长顺，三十个关键词的文化史，中国社会科学出版社,
,优性,2019，田中牧郎，「優性・劣性」問題の日本語史的事情，遺伝子医学第9卷第4号，38-44,
,优秀,"2019，周菁，日本近代二字形容词的形成―基于词汇近代化视角的考察, 明治期における漢語形容動詞の発達―語彙近代化の視点から.　関西大学外国語教育学研究科博士論文",
,,2019，沈国威，汉语近代二字词研究：语言接触与汉语的近代演化，华东师范大学出版社,
,邮便,2015，杉本つとむ，江戸時代翻訳語の世界，八坂書房,
,诱因,2017，鄒文君，原因・結果を表す漢語についての研究，立教大学博士論文,
,幼稚园,"2023，张愉佩.中外文化交流与清季“幼稚园”概念的生成[J].乐山师范学院学报,2023,38(07):104-109.",
,幼儿园,"2023，沙莉,张小娟,康丽颖.“幼儿园”概念的生成与流变——基于历史语义学的分析视角[J].教育研究,2023,44(09):51-63.",
,与党,2020，間淵洋子，与党（野党），日本語学39卷2号，明治書院，58-62,
,舆论,"1999，赵锡元.“舆论”溯源[J].史学集刊,1999(04):18-20.",
,,"2005，杨梅.“舆人”、“舆人之论”与“舆论”[J].济源职业技术学院学报,2005(04):33-35.",
,,"2011，夏保国.先秦“舆人”考论——中国“舆论”概念的历史语源学考察[J].学习与探索,2011(06):227-232.",
,,"2015，史文静.近现代中国“舆论”语义内涵的演变[J].国际新闻界,2015,37(02):77-88",
,,"2019，段然.“舆论/public opinion?”:一个概念的历史溯源[J].新闻与传播研究,2019,26(11):94-110+128.",
,,"2020，段然.本土知识资源与近代知识分子对西方舆论概念的容受[J].新闻界,2020(09):57-64.",
,,2022，戴新宇. 晚清民初“舆论”概念研究[D].武汉大学硕士论文,
,舆论监督,"2017，李延枫.舆论监督:概念辨析与重新认识[J].新闻与传播研究,2017,24(04):120-125.",
,,"2019，邓绍根.从新名词到关键词：近代以来中国“舆论监督”观念的历史演变[J].新闻大学,2019(11):55-72+123-124.",
,,"2021，龚升平.“舆论监督”词源考[J].青年记者,2021(24):123-124.",
,语言学,2016，冯天瑜等著，近代汉字术语的生成演变与中西日文化互动研究，经济科学出版社,
,元,2023，刘曼，近现代新货币单位词流传、演变考，亚洲概念史研究第11卷，商务印书馆，98-119,
,元素,"1989，王兵,蔡明哲.论元素和原子等化学概念在近代中国的引进和使用[J].松辽学刊(自然科学版),1989(02):17-20+24.",
,,"1989，曾敬民.近代化学元素概念的建立[J].自然科学史研究,1989,8(03):240-247.",
,,"2005，陈万成.明清时期对“element”一词的翻译[J].国际汉学,2005(02):196-212.",
,,2015，杉本つとむ，江戸時代翻訳語の世界，八坂書房,
,,2016，冯天瑜等著，近代汉字术语的生成演变与中西日文化互动研究，经济科学出版社,
,,2021，冯天瑜、聂长顺，三十个关键词的文化史，中国社会科学出版社,
,圆/円,2024，安部清哉編著，日本語における漢語語基史と新漢語史のための基礎的調査研究――漢字・漢語の“気づかない近代化”――，学習院大学東洋文化研究所,
,原因,2017，鄒文君，原因・結果を表す漢語についての研究，立教大学博士論文,
,原子,"1989，王兵,蔡明哲.论元素和原子等化学概念在近代中国的引进和使用[J].松辽学刊(自然科学版),1989(02):17-20+24.",
,缘由,2017，鄒文君，原因・結果を表す漢語についての研究，立教大学博士論文,
,援助,"2015，田中牧郎，近代新漢語の基本語化における既存語との関係―雑誌コーパスによる「拡大」「援助」の事例研究― 日本語の研究 11(2),68-84",
,远因,2017，鄒文君，原因・結果を表す漢語についての研究，立教大学博士論文,
